OrganizationId	Status	Name	Address	City	State	Zip	Country	Phone	Fax	Email	OrgUrl	FacebookUrl	OrgType	OrgSpecies	ServeAreas	AdoptionProcess	MeetPets	Services	AllowCommonApp	MessageOrg

7012	Available	International Street Dog Foundation		Wonder Lake	IL	60097	United States	(414) 426-4148		trimmel@usa.net	http://www.istreetdog.com	https://www.facebook.com/pages/International-Street-Dog-Foundation/211818228857385	Rescue	Dogs	Chicago and Suburbs, US, Thailand, Mexico, Romania, Malaysia, South Korea & India	ISDF would never want adoption costs to drive away potential adopters - however, having said. that, it is important to note that the cost of adopting an overseas dog can be expensive. Flight. costs, travel cages, pre-flight veterinary exams and export paperwork can run anywhere from. $300 to $1000 depending on a number of variables (which airline, the absence or presence of a. flight volunteer, the size of the dog, the size of the travel cage, whether any boarding is. required during transit).. We feel it is important to outline these costs here, since although the low end is comparable to. many animal shelter and rescue adoption fees, the high end can potentially be prohibitive for. some adopters. We also feel it is imperative to point out that the remainder of the transit cost,. left over after what is paid for by you, must be funded by ISDF.. Although some of our adoptable dogs have flights that have been paid for partially or even fully. by ISDF fundraising efforts, there are always other costs involved with transport: extra. paperwork, pet taxis, boarding at layover sites, cargo fees and taxes when we pick up the dogs. at the airport - as well as fostering, feeding, and veterinary care costs spent prior to flying and. after flying, but before adoption.. Additionally, most of our dogs are not funded in full, despite our best efforts, so we must. constantly borrow against helping future dogs for fees outside what we fundraised. With this in. mind, please understand that we suggest a minimum donation of $300, if at all possible (again,. to reiterate, we would never want adoption costs to drive away potential adopters, so please. know this is a guideline for giving only) so that we may continue to help the maximum number. of seriously needy dogs.. With no paid staff and no overhead costs, 100% of all donations from adoption fees and our. fundraising efforts goes towards helping not only the dog you adopt, but all others going. forward in future. The more ISDF must pay out per dog, the less we are able to help. the many others awaiting homes of their own.. We are happy to go over your particular dog's estimated costs in greater detail during the home. visit, should you have more questions - but at this time, we would like an idea of what you. think you would be able to cover. This also helps us guide you when advising you about the. many dogs available for adoption.	Every 2nd Saturday of every month ISDF has an adoption event at:. . Petsmart . Four Flags Shopping Center, 8287 W Golf Rd. Niles, IL. 12 noon - 4pm. 	Adoptions	No	Yes

7013	Available	Animal Protection Society of Person County	PO Box 291	Roxboro	NC	27573	United States	(336) 514-8689		apsofpc@gmail.com	http://apsofpc.org	http://Animal Protection Society of Perspn County	Rescue	dogs & cats	Person and surrounding counties in NC	application, phone interview, vet reference, home visit, contract, adoption 	All of our dogs are in foster homes.  Appointments must be made to meet them.  Our cats are at the local Petsense store and may be viewed during store hours.	adoptions, fostering	No	Yes

7015	Available	Rescue Dogs Rock, Inc	PO Box 101 Gracie Station	New York	NY	10028	United States			info@rescuedogsrocknyc.org	http://rescuedogsrocknyc.org	https://www.facebook.com/pages/Rescue-Dogs-Rock/566667286747365 Rescue Dogs Rock	Rescue	dogs /cats	NY, Pa , NJ. Ct, Mass, RI, NH MD	Application , Reference check, interview, home inspection  All animals spay/ neutered and UTD   375$- 125$  depending on age   Adoption contracts are issued	We are a foster based rescue.  Meet and greets can be arranged 	adoptions	No	Yes

7016	Available	Trenton Cats Rescue		Trenton	NJ	08618-7209	United States	(857) 228-8696		info@trentoncats.org	http://www.trentoncats.org/		Rescue	Cats	Mercer County, NJ	1. Ensure that you understand and are willing and capable of taking on the responsibility of a new pet.. 2. Fill out the adoption form (found on website). This can be done online or downloaded and printed out. . 3. Contact Trenton Cats Rescue so we can have a brief conversation with you to determine your needs and preferences, find out about your daily schedule, and talk about your previous experience with pets.. 4. For renters, we will check with your landlord to ensure that cats are permitted and that you would not be violating any pet restrictions.. 5. We can help determine which cat best fits your lifestyle or you can visit with one or more that most interest you.. 6. We will do a follow up call within 2 weeks to check how things are going and address any concerns you may have.. Adoption fees generally range from $100.00 to $150.00 and vary mostly by the cats age. We also have events that sometimes offer lowered adoption costs. It's a good idea to keep checking back on our website and to friend us on Facebook to keep up to date on our events. 	PetSmart - South Brunswick, NJ (in the Target Plaza) -- Saturdays 11:00 AM-3:00 PM. PetCo - Hamilton, NJ --12:00-4:00 PM. PetSmart - Fairless Hills, PA --12:00-3:00 PM. PetValu - East Windsor, NJ -- By Appointment Only. PetValu - Lumberton -- By Appointment Only. Trenton Animal Shelter -- By Appointment Only	Adoptions, Spay/Neuter	No	Yes

7017	Available	Long Beach Animal Care Services	7000 East Spring Street	Long Beach	CA	90815	United States	(562) 570-7387		animalcare@longbeach.gov	http://	http://	Shelter	n/a	n/a	n/a	n/a	n/a	No	Yes

7018	Available	Lafourche Parish Animal Shelter	934 Highway 3185	Thibodaux	LA	70301	United States	(985) 446-3532		lpas@lafourchegov.org	http://Lafourchegov.org/government/departments/animal-shelter	https://www.facebook.com/LafourcheParishAnimalShelter?ref=br_tf	Shelter	cats, dogs	Lafourche Parish 	Application, contract, spay/neuter contract (if too young at time of adoption). Dog - male adoption fee $30, female dog is $35. Cats - male adoption fee is $15; females $25.	The shelter is located at 934 Highway 3185 in Thibodaux, LA 70301. Hours of operation are 9-3:30 M, Tue, Thurs Fri. Closed on Weds. Saturday adoptions on the first Saturday of each month from 8:00am to 12:00pm.	Adoptions, vaccination, worming, spay/neuter	No	Yes

7022	Available	4 Paws 4 Rescue		Fenton	MO	63026	United States			adopt@4paws4rescue.com	http://www.4paws4rescue.com	https://www.facebook.com/pages/4-Paws-4-Rescue/119122808117548	Rescue	Cats and Dogs	St. Louis and surrounding Metro Area	$250 to cover up to date vaccinations, 4DX, spay/neuter and microchip.	Adoptions events are held at the Petsmart at 141 and Manchester from 11-4pm on Saturdays.	Adoption	No	Yes

7024	Available	New Love Animal Rescue	P.O. Box 1721	Herndon	VA	20172	United States				http://www.newloveanimalrescue.org	https://www.facebook.com/newloverescue	Rescue	Dogs	Virginia, Maryland, District of Columbia, West Virginia	Adoption Application, Landlord Verification (if applicable), Vet Reference Check (if applicable), Home Visit, Adoption Contract. . Under 1 year: $350. 1 year to 7 years: $300. Over 7 years: $250		Adoptable Dogs	No	Yes

7027	Available	NAIA's Pet Rescue	6911 Royal Palm Beach Blvd	west Palm Beach	Fl	33412	United States			Naiaspetrescue@gmail.com	http://www.naiasrescue.org	http://www.facebook.com/naiaspetrescue	Rescue	Dogs and cats	South florida	Adoption fees vary. We first do meet and greet, then home visit, then contract.	All pets are in foster homes so visits will have to be scheduled	Adoptions	No	Yes

7028	Available	Passion 4 Paws		Shelburne	VT	5482	United States	(802) 373-4949		passion4pawsvt@gmail.org	http://www.passion-4-paws.org	https://www.facebook.com/passion4pawsvt	Rescue	Dogs	Vermont	Applicants fill out an application and, once thoroughly checked, referenced, and approved, are invited to meet the dogs they have interest in.  All dogs are in foster homes.  Once they have met their match, they sign an adoption contract and pay the adoption fee. 	All of our dogs are in foster homes.  Once applicants are approved to adopt, they are set up with a 'Meet and Greet' to meet the pups they are interested in.	Adoptions & Fostering	No	Yes

7029	Available	St. Mary's Animal Welfare League	PO Box 1232	Leonardtown	MD	20650	United States	(301) 373-5659		info@smawl.org	http://www.smawl.org	https://www.facebook.com/smawl	Rescue	cats, dogs, horse	St. Mary's County, Maryland	It is the St. Mary s Animal Welfare League s policy to attempt to place each of our rescued animals in a home that is well- suited to their needs. Once an animal is placed from our rescue, the animal cannot be sold, given away or otherwise transferred. If the adopter is, at any time, unable to keep or continue to maintain the animal for any reason, the animal must be returned to the St. Mary s Animal Welfare League. . . We work hard at matching our animals to adopters, so they may end their search for a loving, permanent home. Temperament, special needs and personality are all factors in our placements. . Step #1 . The Adoption Application . The initial step in our adoption process is the Adoption Application. This can either be done online or in person. The Adoption form must be filled out completely including vet references and two personal non-family references. Your application will be reviewed and your references will be contacted. We contact your veterinarian to ensure that your current or recently deceased pets were properly taken care of---this means being current on all vaccinations and spayed or neutered. In order to speed up the process, please contact your veterinarian and let them know to expect our call. . Step #2. Personal Interview You will be interviewed by a SMAWL Board Member or Volunteer either through phone, email or in person. This is an opportunity to learn more specifics about you, your family, your pets and the type of pet you are looking for. At this time, we may suggest that you consider a different animal---one that we may feel might be more acceptable for your situation. If you are completing your application in person, this will most likely be done at that time of completion.. Step #3. The Home Visit If all goes well with the application verification, we will schedule a home visit. A home visit is required to ensure that your home is everything you say it is on the Adoption Application. It needs to be a suitable safe environment for your new pet. All pets and family members should be home at this time.. Step #4. Meeting Your Potential Adoptee Once the Application has been reviewed and all references checked, arrangements will be made for you to meet with the animal you wish to adopt, either through the foster parent or the animal s Case Manager. As a courtesy to our foster families, we do not ask them to show their animals to individuals until we have completed the application approval process. If you have other animals, we recommend a neutral meeting place, such as PETCO or a local park to ensure the animals are compatible outside of their own territory.. Step #5. Finalizing The Adoption Once the adoption has been approved, we will contact you to finalize the adoption. You will need to sign the contract and pay our adoption fee. (Dogs=$200, Young Cats 2 years and under =$125, Older Cats over 2 years = $75) . Foster to adopt over a two week period may be available on a case by case basis.. Any applications received for adoptions from beyond St Mary's county line, will be subject to additional terms and conditions available on request.. Please Remember: Our entire organization is staffed by volunteers. We have NO paid staff. Our volunteers must work your application around their business and personal lives. It may take as long as one week for you to hear from someone, but typically most applications are approved within 7-10 days. Please be patient and thank the volunteers you meet for their service to our community s homeless pet population.	Come meet our pets every Saturday from 10 a.m. to 2 p.m. located at Petco in California Maryland.. We also have our cat shelter in Callaway. The Cat Castle is located in the Callaway Village Shopping Center, it is open to the public Saturdays and Sundays from 11am to 3pm.	adoptions, vouchers to pay for spay / neuters, rabies clinic, humane education 	No	Yes

7032	Available	Sonoma County CHANGE Program	1400 North Dutton Avenue 17	Santa Rosa	CA	95401	United States	(707) 570-7050		director@sonomachangeprogram.com	http://www.sonomachangeprogram.com	https://www.facebook.com/pages/Sonoma-County-CHANGE-Program/141207519228785?ref=ts	Rescue	Horses, mules, donkeys	Sonoma County, California	Adoption questionnaire, Adoption Contract, site check, reference check, annual site checks after adoption, mandatory revolving door policy for adopted horses, $150 adoption fee	By appointment only.  Horses are all at different private foster homes.	Transport, rehabilitation/ foster homes, adoption, low cost castration, law enforcement education	No	Yes

7037	Available	Friends Of Bedford County Animal Shelter	1307 Falling Creek Road	Bedford	VA	24523	United States	(434) 826-9063		fobcasfriends@gmail.com	http://friendsofbedfordcountyanimalshelter@rescuegroups.org	http://	Rescue	dogs, cats	Bedford County, Bedford City	Bedford County Animal Shelter adoption process is a contract and a $60.00 adoption fee. With the adoption fee you receive an adoption packet including a $60.00 voucher to be used toward necessary vetting.	Bedford County Animal Shelter Bedford, VA 24523	promoting shelter animals	No	Yes

7041	Available	Furever Friends of the South K9 Rescue	609 County Road 370	Crossville	AL	35962-3871	United States			info@ffosk9resq.org		https://www.facebook.com/ffotsk9resq.org	Rescue	Dogs	Dekalb, Marshall, Jackson some times Etowah and Madison Counties. 	Donation requests vary depending on the vetting costs of the pup. Never more than 250 and most at 150.  We do a comprehensive application, a vet reference check and a home visit for every dog, and only work with other groups that feel that same sense of responsibility.	We are foster home based, people are welcome to set up a time to visit at the specific foster home, or at adoption events.	altered, fecal, heartworm test, preventions, tx other issues	No	Yes

7042	Available	Red Stick German Shepherd Rescue	PO Box 80224	Baton Rouge	LA	70898	United States			info@redstickgermanshepherds.org	http://www.redstickgermanshepherds.org	http://www.facebook.com/redstickgermanshepherds	Rescue	Dogs	State of Louisiana, primarily Southern Louisiana	Application to adopt is required. Home check is required. Met and greet with applicants pet and family is required. Adoption contract is required. Adoption fees range from $80 to $300 based on the age and heartworm status.	All pets live in private foster homes.  Visits are arranged for approved applicants only in coordination with the foster family.  Several times a year we hold public meet and greet events where anyone can meet the dogs we have chosen to attend the event.	Adoptions	No	Yes

7047	Available	GCIA Pet Task Force	P.O. Box 336	Garber	OK	73738	United States	(580) 402-1799		gciapettaskforce@outlook.com	http://	https://www.facebook.com/GCIApettaskforce	Shelter	dogs, cats	Garber, Oklahoma as well as surrounding rural towns. 	$100 adoption fee with approved application 	Garber Shelter - Garber, Oklahoma hours as well as by appt	adoption, spay, neuter, heartworm check, UTD vaccinations, microchip	No	Yes

7049	Available	Palo Alto Animal Services	3281 E. Bayshore Rd.	Palo Alto	ca	94303	United States	(650) 496-5971			http://cityofpaloalto.org/animalservices	http://facebook.com/animalservices	Shelter	n/a	n/a	n/a	n/a	n/a	No	No

7050	Available	Pitter Patter Rescue and Adoption		vacaville	ca	95687	United States			pitterpatterrescue@gmail.com	http://	http://facebook.com/pitterpatterrescue 	Rescue	cats and dogs 	Solano County and nearby areas 	adoption application . landlord approval. adoption agreement . adoption fee 	By appointment 	adoption	No	Yes

7053	Available	Azrael's Place NFP	po box 162	Lyons	IL	60534	United States			azraelsplace@hotmail.com	http://	https://www.facebook.com/WorldClassFelineCompanions?ref=hl	Rescue	cats	cook county chicago il	adoption application, phone interview, meet, home visit, 4-6 weeks acclimatization, final adoption. fees are $95 for adult, $125 for kittens	we do adoption events on our own or with other groups	adoptions tnr	No	Yes

7057	Available	Clermont to the Rescue Humane Society	4025 Filager Rd.	Batavia	Oh	45103	United States	(513) 732-8854		info@clermonttotherescue.org	http://www.clermonttotherescue	http://www.facebook.com/clermonttotherescue	Shelter	cats and dogs	Clermont Co.	Cats $25. Dogs are $75	We are open . Monday and Tuesday 11:30 to 4. Wednesday 11:30 to 6. Thursday closed. Friday 11:30 to 6. Saturday 10 to 5. Sunday 12 to 5	adoptions	No	Yes

7060	Available	Hope Animal Rescue of Iowa		Des Moines	IA	50310	United States			hopeanimalrescue@outlook.com	http://www.hopeanimalrescueofiowa.org	https://www.facebook.com/HopeAnimalRescueOfIowa	Rescue	dogs, cats, rabbits	Central Iowa	We require an application be completed, do home visits and check references.  Have meet and greets with children and other pets.  We require animals be returned to us if circumstances change.  We require a signed adoption contract.  We do not allow our animals to be kept outdoors.  $100 Senior Dog (9+ years old). $200 Adult Dog. $225 Puppy. $30 Senior Cat (10+ years old). $60 Adult Cat. $100 Kitten (or 2 for $150). Purebred/Designer dog adoption fees will be determined on case by case basis dependent on finders fees, vetting costs and transporting fees. Each purebreds breed will determine baseline fee. 	We hold public adoption events usually the third Saturday of the month at PetSmart.  See FB or website for dates/times.  We also do in home visits with arranged meet & greets.	Adoptions	No	Yes

7062	Available	The Misfits Dog Rescue	189 Norman dr.	Colorado Springs 	co	80911	United States			Misfitcrusaders1@yahoo.com	http://www.misfitcrusaders.com	http://	Rescue	primarily dogs	Colorado	Application is require, then a home check. Fees vary	www.misfitcrusaders.com and on our Facebook page, The Misfits Dog Rescue	adoptions , transport to spay neuter and dental clinic.	No	Yes

7066	Available	Angel's Wish	161 Horizon Drive	Verona	WI	53593	United States	(608) 848-4174		info@angelswish.org	http://www.angelswish.org	http://www.facebook.com/angelswishpets	Rescue	cats, dogs	Dane County, Iowa County, Green County, Sauk County, Rock County, Columbia County, Grant County, Fitchburg, Verona, Madison, Mt. Horeb, Sun Prairie, Middleton, DeForest, Windsor, Stoughton, Brooklyn, Oregon, Waunakee (all Wisconsin)	Application, vet and landlord check, personal interview, must meet and greet pet in person, contract is signed, fee is $80 for adult cats, $100 for kittens, dogs vary between $100 and $400	http://angelswish.org/adoptionevents/ 	adoptions	No	Yes

7069	Available	VT Dog Rescue		Hinesburg	VT	5461	United States			802dogrescue@gmail.com	http://www.vtdogrescue.com	https://www.facebook.com/VTDogRescue	Rescue	dogs	Burlington. Richmond. Hinesburg. St. Albans. Colchester. South Burlington. Essex. Winooski. Fairfax. Montpelier. Shelburne. Bristol. Essex Junction. Charlotte. St. George. Williston. Middlebury. All towns, cities and counties in Vermont. Many towns in NY and NH	Application. Adoption Agreement which includes. requirement to return dog if adopter can no longer provide care . Adoption fee $300. All dogs spayed/neutered, micro chipped, and up-to-date on vaccines.. Home visits at the discretion of VT Dog Rescue. 	Visits arranged at our location or in one of our foster homes.  .  	Adoptions, education, support	No	Yes

7073	Available	London Animal Care Centre	121 Pine Valley Boulevard	London	ON	N6K 3T6	Canada	(519) 685-1330		administrator@accpets.ca	http://www.accpets.ca	http://	Shelter	na	na	na	na	na	No	Yes

7074	Available	Animal Protection Society - Friday Harbor	111 Shelter Road	Friday Harbor	WA	98250	United States	(360) 378-2158		pets2homes@apsfh.com	http://www.apsfh.com	http://Animal Protection Society -Friday Harbor	Shelter	Cats & dogs	Friday )arbor, WA and all of San Juan Island in Washington State	In depth interview with potential adopters, approved adoption application (24 hr wait period), adoption contract, paid adoption fees, follow up 	Our shelter is open to the public each day except Monday's from 11 am - 2pm with plans to expand the hours in the near future.	adoptions, low-income spay / neuter assistance, TNR	No	Yes

7075	Available	Bailey's Way Rescue, Inc.		Fort Myers	FL	33907	United States			baileyswayrescuegroup@gmail.com	http://www.baileyswayrescue.org	http://www.facebook.com/pages/Baileys-Way-Rescue-Inc/1480504278898466	Rescue	Dogs	Nationwide	Application, Home Check, Vet Reference Check, Family/Friend Reference Check, Adoption Agreement, Adoption Fee	By appointment in the location where the dog is currently being fostered.	Adoptions	No	Yes

7077	Available	Animal Advocates of Pearl River County		Picayune	MS	39426	United States	(601) 347-3065		animaladvocatesprc@gmail.com	http://	https://www.facebook.com/animalprc	Rescue	cats, dogs	Pearl River County, MS	We are working to finalize our adoption fees, contracts, requirements, etc.	Our adoption events are held every Saturday from 11-3 at Tractor Supply in Picayune, MS. 	rescue/foster/adoptions	No	Yes

7081	Available	Metro Animal Care and Control	5125 Harding Place	Nashville	TN	37211	United States	(615) 862-7928		jessica.hoffman@nashville.gov	http://www.nashville.gov/Health-Department.aspx	http://	Shelter	na	na	na	na	na	No	Yes

7082	Available	Fur-Ever Home Rescue		Virgnia Beach	VA	23452	United States			adoptme@fureverhomerescue.org	http://www.fureverhomerescue.org	http://www.facebook.com/fureverhomerescue	Rescue	Dogs	Virginia Beach, VA. Norfolk, VA. Chesapeake, VA. Suffolk, VA. Portsmouth, VA. Hampton, VA. Newport News, VA. Moyock, NC. Elizabeth City, NC. Currituck County, NC. Pasquotank County, NC. Camden County, NC	Adoption Application. Vet Reference Check (if applicable). Landlord Check (if appliable). Personal Reference Check (2-3). Phone Interview. Meet and Greet. Home Visit. Adoption Contract (w/return clause). Spay/Neuter deposit (if unaltered). . Adoption Fees: $100-$250 based on age, etc. Giant Breeds up to $350.. . Adoption Policies:. 1.  All approved adopters must pass application check, reference and vet check, interview and inspection.. 2.  Previously approved adopters who have not relocated do not have to re-apply, but a vet check will be redone in re care of their current animals.. 3.  Adopters  current pets 6 months or older must be altered or must provide a written order from a veterinarian recommending either not altering or a delay in alter surgery.. a.  In NO case will an unaltered puppy/dog be placed with an adopter who owns an unaltered dog.. 4.  Dogs must be kept inside as part of the family. We do not adopt to individuals who keep dogs outside. . 5.  On any unaltered animal, FHR will collect a spay/neuter deposit of $100 to be returned once the dog is altered (adopter must provide proof of surgery in the form of a spay/neuter certificate or an itemized invoice that clearly states owner and pet name). . 6.  Rescue is responsible for the cost of alter surgery on all dogs 6 months of age or older.. 7.  Adopters must return their adopted dog to rescue if at any time they cannot keep their pet.. 8.  FHR reserves the right to refuse to adopt a dog to any adopter at their discretion.. 	At scheduled adoption events or by appointment only	Adoptions	No	Yes

7085	Available	Rescue Pit, Inc.	PO Box 10219	Rochester	NY	14610	United States			info@rescuepit.org	https://www.rescuepit.org	https://www.facebook.com/rescuepit	Rescue	Dogs, pit bulls specifically	Rochester, NY and surrounding area	https://www.rescuepit.org/adopt/adoption-information/	As a foster based organization, people will have to check our calendar to see where we will be having our month adoption events at local stores.	Adoptions, spay/neuter, training assistance, food assistance, etc	No	Yes

7091	Available	Lucky Day Rescue, Inc.		Loganville	GA	30052	United States	(678) 858-2614		trendaivey4274@comcast.net	http://www.luckyday-rescue.org	http://www.facebook.com/luckydayrescuega	Rescue	dogs and cats	Metro Atlanta, USA	Completed application, home visits, inside family member only, no outside only adoptions approved for dogs, inside only and no declawing for cats. If other animals in home, must be s/n to be approved, annual vaccinations must be given for both dogs and cats and heartworm preventative monthly for dogs. Fees for cats/kittens range from $50-$125. Fees for dogs/puppies range from $100-$250. All animals are fully vetted and micro chipped. We stand by our animals until they die, if the adoption doesn't work out, we require the animal to be returned to us. It is part of our Adoption Contract as well as told to the adopter verbally. We supply Health Record and Rabies Certificate at time of adoption.	Live adoptions every Sat from 1-5 @ Petsmart in Lilburn. Some Sundays as well, depending on our schedule. We do meet and greets any day of the week. We do not do same day adoptions. Once application has been approved, we schedule a home visit and complete adoption at that time.	adoptions	No	Yes

7092	Available	Lawrence Humane Society	1805 19th Street	Lawrence	KS	66046	United States	(785) 843-6835		katief@lawrencehumane.org	http://lawrencehumane.org	http://	Shelter	na	na	na	na	na	No	Yes

7093	Available	Good Old Tails Senior Animal Rescue		Seven Valleys	PA	17360	United States			GoodOldTails@gmail.com	http://www.GoodOldTails.org	https://www.facebook.com/goodoldtails	Rescue	Dogs, Cats	York/Adams/Cumberland Counties (PA), Baltimore/Frederick/Carroll Counties (MD) and surrounding areas 	Application, processing (vet check, animal cruelty check, references, home visit, etc), adoption contract w/ adoption fee	Adoption events, in-home with approved application	Adoptions	No	Yes

7095	Available	Kitty Angels Rescue 		Monroe	NC	28110	United States			kittyangelsrescue@gmail.com	http://kittyangelsrescue.petfinder.com	https://www.facebook.com/pages/Kitty-Angels-Rescue-Charlotte/516618998415089	Rescue	cats	Areas around Charlotte, North Carolina. 	Our adoption process is an interview and adoption form. Our fee is $150.00 which includes spay/neuter, all our cats are tested, everyone is up to date on shots, and microchipped. 	You can see us at PetCo in the Arboretum in Charlotte, North Carolina. . . . PetCo at Arboretum 3401 Pineville Matthews Road, Charlotte, NC	Adoptions	No	Yes

7100	Available	Pits r us all breed rescue and adoption		vacaville	ca	95688	United States			pitsrus707@yahoo.com	http://pitsrus.org	http://	Rescue	dogs cats and exotics 	Solano County mostly . but anyone willing to drive to Solano County may adopt 	all animals are listed on sites and facebook, any interested parties fill out an application. applications are reviewed by adoption counselor, then sent to the foster home that houses the particular animal for review. a meet and greet is then set up; other dogs come to meet and landlord approval is confirmed if needed...if interested in final adoption there is  legal adoption paperwork and adoption fee 	by appointment once application is filled out  or at various adoption events held in the county (petsmart petco western ranch etc.) these are pre scheduled events that we promote using social media 	adoption and rescue 	No	Yes

7101	Available	Underdog Rescue		Lake Forest	CA	92630	United States			underdogfoster@gmail.com	http://www.underdogfoster.com	https://www.facebook.com/pages/Underdog-Foster-Network/170960189732662	Rescue	Dogs	Orange County, CA 	Application. Interview. Screening with Dog & Trainer. Adoption Contract . Donation	Adoptable pets can be brought to the adopter's location or can be visited at the trainer's location.	Adoptions	No	Yes

7105	Available	Ahimsa Haven Animal Rescue	381 Baldwinville Rd Suite A	Templeton	MA	1468	United States	(978) 297-2673		info@ahimsahaven.org	http://ahimsahaven.org	https://www.facebook.com/AhimsaHaven	Rescue	Mostly dogs & cats	Central MA, Worcester County	An application is required. Fees vary based on age/type of animal. Meet n' Greet with other dogs in house is required.	Shelter Open Hours are on Friday from 6 to 8 pm and Sunday from 2 to 4 pm. Also by appointment.	Adoptions	No	Yes

7106	Available	FURRR 911, Inc.	PO Box 645	Crompond	NY	10517	United States	(914) 761-6735		furrr911@gmail.com	http://www.furrr911.org 	http://www.facebook.com/FURRR911	Rescue	cats	New York City metropolitan area with focus on Westchester County	Completed application, personal interview with all household members present, home visit, landlord approval if renting, reference check (veterinarian and two personal). Must sign contract. All adopters must be at least 21 years old. Fee for kittens or cats is $175 each, includes all vaccines, spay/neuter, and microchip.	Petsmart in Port Chester, NY most weekends as well as other pet stores in Westchester County. Schedule can be found on our website. Appointments can be made to meet cats in foster care at the homes in which they reside also.	adoptions	No	Yes

7107	Available	Central Aussie Rescue & Support		St.Louis	MO	63114	United States			centralaussierescue@gmail.com	https://www.centralaussierescue.org/	http://Central Aussie Rescue & Support	Rescue	dogs	Missouri ,Illinois, Kansas and Iowa	fill out application, we review and call references.  If requirements are met we set up a meeting and greet.. . working on fees	after an application has been submitted we will be in touch to set up a visit	adoptions	No	Yes

7109	Available	American Pointer Rescue		Ellsworth	ME	4605	United States			theteam@americanpointer.org	http://www.americanpointer.org	https://www.facebook.com/americanpointerrescue	Rescue	Dogs	All states within the USA	Application, screening interview, home visit, reference checks, contract, donation payment	All our foster dogs are in private foster homes.  Screened and approved applicants are placed in touch with the foster homes once they are approved only. 	Rescue, Education and Adoption	No	Yes

7111	Available	Lulu's Rescue	P.O. Box 46	Point Pleasant	PA	18950	United States			info@LulusRescue.org	http://lulusrescue.org/	https://www.facebook.com/pages/Lulus-Rescue/279153542114246	Rescue	Dogs	Bucks County, PA. Hunterdon County, NJ. Rutherford County, NC	Application required, if approved adopter pays fee ($295-$350) and signs adoption contract.	Lulu's Rescue Meet & Greet Adoption Events most weekends.	Adoptions, spay/neuter assistance	No	Yes

7114	Available	A Reason To Believe Animal Rescue		Williamson	WV	25661	United States	(304) 784-6678		artbar.wv@gmail.com	http://artbar.petfinder.com	https://www.facebook.com/jessica.hill.7906	Rescue	Mostly dogs but occasionally cats or others.	Our intake is from Mingo, Logan and nearby counties in West Virginia. We adopt to residents of: MD, PA, NJ, CT, NY, MA, RI, VT, NH, and ME.	Adoption Fee: $250 - Includes full vetting (spay/neuter, 4DX test, vaccinations, treatment for parasites).. . We are located in rural southwestern West Virginia. Transport fee for long-distance adopters who are more than 100 miles from Lenore WV: $50. . . We adopt north of the Mason-Dixon line. We can work with adopters in northeastern states and have transport capabilities as far as northern Maryland, eastern PA, northern NJ and up into New England. We may also occasionally be able to get dogs to the vicinity of Binghamton NY when drivers are available.. . For long distance adopters, adoption/transport fees must be paid and adoption paperwork signed and returned to us prior to the dog's transport to you. 	Meetings are by appointment only as our dogs are fostered in a private home environment. All adopters must submit an application and be screened/approved before meetings are scheduled.	Adoptions, rescue, spay/neuter, stray intake, emergency vetting	No	Yes

7115	Available	Who Rescued Who 		San Jose	CA	95125	United States	(408) 752-2979		wrwrescue@gmail.com	http://www.wrwrescue.org	https://www.facebook.com/wrwrescue 	Rescue	Dogs and Cats	We serve the Bay Area and anyone who wants to drive to meet us in the Bay Area.	We require an application, an interview, a contract and a fee. We also require access to follow up. Our fees vary according to the dog. Our kittens under 6 months are $150 and our adults are $100.	Our dogs are available by appointment only once a home is approved we will set up a meeting.	Adoptions	No	Yes

7118	Available	Jill Lenz Rescue		Phoenix	AZ	85007	United States	(480) 363-8449		jill@cdsframing.com	http://	http://	Rescue	Dogs	Phoenix, Mesa, Chandler, Gilbert, Tempe, Glendale	Adoption fee, adoption application and contract, and home visit.	I use private foster homes to house my rescue dogs, this enables me to learn more about the dog with their behaviors and temperaments.	Adoptions	No	Yes

7124	Available	FurBridge, Inc.		Ardsley	NY	10502-0095	United States	(914) 295-2652		help@furbridge.org	http://www.furbridge.org	https://www.facebook.com/furbridge.org?fref=ts	Rescue	dogs & cats	Westchester County, 5 Boroughs & Long Island as. . NY, NJ, PA, CT as well	ADOPTION FEES:. Puppies 2-12 months $395       . Dogs 1 yr and older $295         . Special needs $150. Kittens $250. Cats $150. . Note:  adoption donation includes alter, ALL age appropriate shots & vetting	At foster or adoption events.	community outreach, alter, adoption	No	Yes

7125	Available	Lost Our Home Pet Foundation - Sojourner location		Scottsdale	AZ	85254	United States				http://	http://	Shelter	cats, dogs, small animals	phx metro	this shelter is only for temp care of pets to be returned to owner once back on their feet 	N?A	temp care for pets of domestic violence victims	No	Yes

